Name,Text,Pic,Birth Date,兄弟,子,URL
藤原敦宗,藤原 敦宗（ふじわら の あつむね）は平安時代中期から後期にかけての貴族・学者・儒者・漢詩人。参議・藤原実政の長男。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原敦宗.json
藤原顕成,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原顕成.json
惟宗元子,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F惟宗元子.json
安倍維弘,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F安倍維弘.json
藤原隆良,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原隆良.json
中原定親,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原定親.json
大中臣実村,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F大中臣実村.json
藤原頼信,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原頼信.json
紀盛親,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F紀盛親.json
藤原頼行,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原頼行.json
藤原光俊,"1203－1276　鎌倉時代の公家,歌人。建仁(けんにん)3年生まれ。藤原光親の子。順徳天皇に近侍し,承久(じょうきゅう)の乱で筑紫(つくし)に配流。嘉禎(かてい)元年(1235)右大弁となるが,翌年出家した。将軍宗尊(むねたか)親王の歌道師範。反御子左(みこひだり)派として活躍し,「続古今和歌集」撰者のひとりとなる。歌論書に「簸河上(ひのかわかみ)」。勅撰集に100首がはいっている。建治(けんじ)2年6月9日死去。74歳。法名は真観。通称は弁入道。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原光俊.json
藤原親秀,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原親秀.json
紀久政,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F紀久政.json
源行朝,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源行朝.json
安倍親貞,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F安倍親貞.json
和気伊成,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F和気伊成.json
賀茂兼宣,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F賀茂兼宣.json
賀茂在言,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F賀茂在言.json
藤原資忠,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原資忠.json
藤原康氏,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原康氏.json
日奉直高,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F日奉直高.json
藤原宗秀,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原宗秀.json
藤原宗範,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原宗範.json
中原康俊,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原康俊.json
源遠盛,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源遠盛.json
藤原伊実,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原伊実.json
藤原雅言,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原雅言.json
卜部基光,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F卜部基光.json
中原師邦,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原師邦.json
源貞元,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源貞元.json
平知宣,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平知宣.json
藤原季仲,藤原 季仲（ふじわら の すえなか）は、平安時代後期の公卿。権中納言藤原経季の子。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原季仲.json
源信綱,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源信綱.json
藤原忠雄,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原忠雄.json
安倍季尚,[生]元和8(1622).6.7. 京都[没]宝永5(1708).12.21. 京都江戸時代前期の雅楽家。宮廷楽人として篳篥 (ひちりき) を専門に演奏するかたわら，元禄3 (1690) 年，大著『楽家録』 (50巻) を完成。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F安倍季尚.json
百済光吉,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F百済光吉.json
惟宗康成,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F惟宗康成.json
藤原高俊,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原高俊.json
藤原末光妻,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原末光妻.json
大蔵種行,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F大蔵種行.json
安倍資国,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F安倍資国.json
大江時秀,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F大江時秀.json
菅原在公,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F菅原在公.json
藤原家成,"1107－1154　平安時代後期の公卿(くぎょう)。嘉承(かじょう)2年生まれ。藤原家保の3男。母は藤原隆宗の娘。讃岐(さぬき),播磨(はりま)などの国守を歴任。保延(ほうえん)3年(1137)参議,のち正二位,中納言。中御門(なかみかど)中納言とよばれる。鳥羽(とば)院政下で従妹の美福門院と手をむすび,「院第一の寵人」といわれるほどの権勢をふるった。藤原顕輔(あきすけ)の甥(おい)にあたり,歌道の六条家をささえたひとり。仁平(にんびょう)4年5月29日死去。48歳。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原家成.json
藤原良通,九条 良通（くじょう よしみち、仁安2年11月6日（1167年12月19日） - 文治4年2月20日（1188年3月19日））は、平安時代末期の公卿。摂政関白・九条兼実の長男。母は藤原季行の娘。妻は花山院兼雅の娘。官位は正二位・内大臣。九条内大臣、冷泉内大臣と号す。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原良通.json
橘公済,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F橘公済.json
藤原永継,藤原 永継（ふじわら の ながつぐ、8世紀 - 没年不詳）は、奈良時代の貴族。藤原北家、大納言・藤原真楯の子。名は長継とも表記される。宝亀3年（772年）正月3日無位から従五位下に叙爵。宝亀6年（775年）4月25日内兵庫正に任ぜられる。その後の消息は不明で位階は正五位下に至る。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原永継.json
安倍為親,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F安倍為親.json
藤原光泰,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原光泰.json
平為実,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平為実.json
藤原経行,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原経行.json
大江重房,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F大江重房.json
平繁有,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平繁有.json
物部経隆,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F物部経隆.json
安倍親清,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F安倍親清.json
源昌茂,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源昌茂.json
源信忠,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源信忠.json
藤原公守,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原公守.json
中原国包,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原国包.json
中原師重,"1166－1221　鎌倉時代の官吏。仁安元年生まれ。中原師尚(もろひさ)の3男。建久3年記録所寄人(よりゅうど)となり,関白九条兼実(かねざね)の家司(けいし)となる。大外記(だいげき)にすすみ,承元(じょうげん)4年明経(みょうぎょう)博士となった。承久(じょうきゅう)3年7月20日死去。56歳。号は六角。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原師重.json
藤原信顕,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原信顕.json
藤原家長,藤原 家長（ふじわら の いえなが、生没年未詳）は、平安時代末期の廷臣。藤原北家魚名流、参議・藤原家保の子。官位は正四位下・刑部卿。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原家長.json
源通材,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源通材.json
賀茂在資,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F賀茂在資.json
藤原基光,"?－?　平安時代後期の画家。珍海の父。奈良東大寺にすみ春日基光ともいわれた。宮廷絵師で,従五位上,内匠頭(たくみのかみ)となる。応徳(1084-87)のころ高野山灌頂(かんじょう)堂で性信(しょうしん)入道親王の肖像をえがいたという。土佐派の祖とされてきたが,確実ではない。初名は盛光。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原基光.json
中原章方,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原章方.json
高階邦経,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F高階邦経.json
藤原範名,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原範名.json
大江守長,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F大江守長.json
藤原冬輔,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原冬輔.json
藤原成家,"1155－1220　平安後期-鎌倉時代の公卿(くぎょう)。久寿2年生まれ。藤原俊成(としなり)の長男。母は美福門院加賀。正三位,兵部卿となった。藤原定家の同母兄だが,仲は疎遠だったという。承久(じょうきゅう)2年6月4日死去。66歳。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原成家.json
源兼氏,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源兼氏.json
藤原貞範,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原貞範.json
橘業清,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F橘業清.json
藤原成尚,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原成尚.json
藤原兼平,藤原兼平（ふじわら の かねひら）藤原北家良房流（藤原基経の子）藤原北家小野宮流（藤原経季の子）藤原北家五摂家の一つ、鷹司家の初代当主の藤原兼平については、鷹司兼平を参照。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原兼平.json
藤原博輔,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原博輔.json
藤原教時,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原教時.json
高階仲清,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F高階仲清.json
秦兼峯,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F秦兼峯.json
藤原忠兼,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原忠兼.json
平棟望,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平棟望.json
清原頼定,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F清原頼定.json
藤原行家,"1223－1275　鎌倉時代の公卿(くぎょう),歌人。貞応(じょうおう)2年生まれ。藤原知家(ともいえ)の子。六条家の出身で,号は九条。従二位,左京大夫(だいぶ)にいたる。「続古今和歌集」の撰者にくわえられ,「人家(じんか)和歌集」を私撰した。文永12年1月11日死去。53歳。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原行家.json
平則子,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平則子.json
源通宗,源 通宗（みなもと の みちむね）は、平安時代末期から鎌倉時代初期の公卿。内大臣・源通親の長男。後嵯峨天皇の外祖父。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源通宗.json
藤原正綱,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原正綱.json
源家清,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源家清.json
藤原雅保,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原雅保.json
丹波季康,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F丹波季康.json
惟宗信行,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F惟宗信行.json
中原康清,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原康清.json
源雅家,"1215－1275　鎌倉時代の公卿(くぎょう)。建保(けんぽ)3年生まれ。源(中院)通方(みちかた)の子。洛北(らくほく)北畠(京都市上京区)にすんで北畠と称したことから,北畠家の祖とされる。正二位,権(ごんの)大納言にすすんだ。文永12年3月27日死去。61歳。法名は如覚。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源雅家.json
藤原重経,素意（そい、生年不詳 - 嘉保元年（1094年））は、平安時代中期から後期にかけての僧・歌人。俗名は藤原重経または成経。藤原南家を出自とし、越前守・藤原懐尹の子、または、宮内少輔・藤原成尹の子で、権中納言・藤原重尹の養子。女流歌人の祐子内親王家紀伊の夫とされる。官位は従五位下・紀伊守。官職が紀伊守であったことから紀伊入道とも称される。「六条斎院歌合」などに参加。1064年（康平7年）に出家し、1071年（延久3年）大和国多武峰に移っている。1083年（永保3年）には和泉国に寂静寺を開いている。なお「多武峰往生院歌合」の判者も務めている。『後拾遺和歌集』に7首、『千載和歌集』に1首が入集している。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原重経.json
中原宣康,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原宣康.json
中原雅親,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原雅親.json
小槻家遠,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F小槻家遠.json
平忠子,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平忠子.json
藤原道良,"1234－1259　鎌倉時代の公卿(くぎょう)。文暦(ぶんりゃく)元年生まれ。二条良実の長男。母は四条隆衡(たかひら)の娘儷子。内大臣をへて建長4年(1252)右大臣,同年左大臣となった。従一位。九条左大臣とよばれた。「続古今和歌集」以下の勅撰集に5首がはいる。正元(しょうげん)元年11月8日死去。26歳。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原道良.json
丹波忠憲,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F丹波忠憲.json
藤原憲説,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原憲説.json
平惟子,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平惟子.json
藤原光則,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原光則.json
紀兼豊,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F紀兼豊.json
藤原行能,世尊寺 行能（せそんじ ゆきよし、治承3年（1179年） - 建長7年（1255年）？）は、鎌倉時代前期の公卿・能書家・歌人。太皇太后宮亮・藤原伊経の長男。母は法橋増宗の娘。法号は寂然。世尊寺家の第8代目当主。「世尊寺」の家名は行能の代より用いられたとされている。官位は従三位・右京大夫。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原行能.json
秦相政,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F秦相政.json
源顕清,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源顕清.json
安倍盛広,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F安倍盛広.json
麻績高清,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F麻績高清.json
藤原維行,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原維行.json
丹波広茂,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F丹波広茂.json
